OBJECTID,Well_IDKey,Well_Name,Well_Depth,Well_Casing_Stickup,Well_Location_Latitude,Well_Location_Longitude,Well_Location_Elevation,Well_OSE_Permit,Well_Type,GlobalID,NMT_ID,IndexDesignation,AquiferCode,ScreenInterval,CreationDate,Creator,EditDate,Editor,x,y
93,45,EMC NE 34,460,0.78,35.12949,-106.304402,6875.759,S-1439,DOM,38372767-73ee-4d3f-8237-8a32100ffe73,BC-0054,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:04:08,pheinstein_NRS,-106.304402,35.12949
94,46,EMC NE 35,160,1.15,35.103306,-106.355899,6558.479,S-1173,DOM,fa9900ce-4a02-4643-8425-d99b84f79554,BC-0055,Y,310GLOR,120 - 160,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:06:16,pheinstein_NRS,-106.355899,35.103306
95,47,EMC NE 36,245,1.68,35.136449,-106.335825,6959.096,S-01936,DOM,21b13425-b362-4ca2-8eb3-f1ddf1843e5b,BC-0056,Y,211MVRD,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:04:49,pheinstein_NRS,-106.335825,35.136449
96,48,EMC NE 37,425,2.18,35.134622,-106.340179,6908.833,S-0858,DOM,7b17c80e-da21-4fd8-895a-45e152d6a845,BC-0057,M,211MVRD,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:05:22,pheinstein_NRS,-106.340179,35.134622
97,49,EMC NE 38,216,1.34,35.111586,-106.340714,6669.654,S-363,DOM,2fce9ef4-b90f-44f1-afb5-cd8bb7db9948,BC-0058,Y,318YESO,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:47:33,pheinstein_NRS,-106.340714,35.111586
98,50,EMC NE 39,343,1.16,35.14805,-106.303518,6706.269,S-2730,DOM,e23f37ea-d99a-4c0d-8dc1-c6567c9abef6,BC-0059,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:49:26,pheinstein_NRS,-106.303518,35.1480500000001
99,177,EMC NE 40,245,1.23,35.135823,-106.338077,6920.579,S-1936,DOM,35348c74-8cdb-4ac7-874a-052fc72485f3,BC-0061,Y,211MVRD,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:50:21,pheinstein_NRS,-106.338077,35.1358230000001
100,182,EMC NE 42,385,1.75,35.131388,-106.328991,6853.778,S-2071,DOM,68479d65-81c9-4a1b-a4f6-c3f4478489fb,BC-0063,Y,210MNCS,345 - 385,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:51:06,pheinstein_NRS,-106.328991,35.1313880000001
101,184,EMC NE 44,400,1.4,35.127765,-106.322788,6821.144,S-2153,DOM,659c5e81-cf55-4fd8-991c-705b387b13e2,BC-0065,Y,318ABO,360 - 400,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:51:28,pheinstein_NRS,-106.322788,35.1277650000001
102,185,EMC NE 45,130,1.9,35.103009,-106.352831,6562.724,S-1629,DOM,f7b74782-bfcc-467e-b79c-57d273b280cd,BC-0066,Y,318ABO,80 - 130,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:05:11,pheinstein_NRS,-106.352831,35.103009
103,192,EMC NE 46,300,1.58,35.144467,-106.291638,6777.277,S-1436,DOM,3c05e196-eb67-4378-bde2-d04b929e086a,BC-0067,M,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:06:49,pheinstein_NRS,-106.291638,35.1444670000001
104,197,EMC NE 47,605,0.62,35.116342,-106.308719,6890.607,S-1093,DOM,9da847b3-0117-48ca-a6f4-a34d9cb67688,BC-0197,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:27:57,pheinstein_NRS,-106.308719,35.116342
105,227,EMC NE 48,260,0,35.151487,-106.30782,6695.93,S-1362,DOM,9b64f2db-d44c-4274-b9da-8a3bb2474af5,BC-0227,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:29:04,pheinstein_NRS,-106.30782,35.151487
106,232,EMC NE 50,160,0.71,35.11594,-106.307476,6845.058,NA,DOM,3c5dfb69-848a-4a24-9c8a-6931c2586d32,BC-0232,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:31:56,pheinstein_NRS,-106.307476,35.1159400000001
107,234,EMC NE 51,0,0.96,35.110667,-106.368483,6779.049,S02906pod1,DOM,4b9ed0a4-77bc-45ec-8551-742c5415599a,BC-0234,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:30:17,pheinstein_NRS,-106.368483,35.110667
108,235,EMC NE 52,0,-2.91,35.109868,-106.373182,6606.127,S-02983 POD1,DOM,42abaefc-27f3-4164-88ba-0325c5a0f139,BC-0235,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:08:43,pheinstein_NRS,-106.373182,35.1098680000001
109,257,EMC NE 53,340,0.86,35.1514874527,-106.333423122,6788.784,S-02954-POD1,DOM,326e5856-37c2-4b35-be03-a50cb5f25d5e,BC-0256,M,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:10:14,pheinstein_NRS,-106.333423122,35.1514874530001
110,261,EMC NE 54,385,1.7,35.1200506699,-106.320193212,6906.991,S-1872,DOM,fd7a5e48-1e64-4b24-8627-32ca4cbeb3e4,BC-0260,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:16:41,pheinstein_NRS,-106.320193212,35.1200506700001
111,262,EMC NE 55,500,1.65,35.1135221511,-106.360831074,6686.433,S-2630,DOM,30b95537-f992-4218-86e4-fcdad9351759,BC-0261,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:17:34,pheinstein_NRS,-106.360831074,35.113522151
112,279,EMC NE 56,160,1.75,35.1443417,-106.2870694,6792.298,S-01444-POD2,DOM,347769a6-beed-46dd-be48-b1a6a15a00aa,BC-0283,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:14:06,pheinstein_NRS,-106.2870694,35.1443417
113,280,EMC NE 57,305,2.05,35.1162528,-106.3418,6654.696,S-01882,DOM,e6d7f872-c05c-499a-940f-045905eb5571,BC-0284,M,210MNCS,240 - 280,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:15:37,pheinstein_NRS,-106.3418,35.1162528
114,325,EMC NE 58,342,0.67,35.1299861,-106.3062361,6864.598,S-196,DOM,329349dd-47c2-4ffa-9e60-921d6c16c885,BC-0285,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:12:39,pheinstein_NRS,-106.3062361,35.1299861000001
115,297,Z - EMC NE 59,220,0,35.1049139,-106.3527194,6622.742,,DOM,a190997d-2866-4c78-82a0-e44fb350def9,BC-0286,Z,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T14:39:20,pheinstein_NRS,-106.3527194,35.1049139
116,298,Z - EMC NE 60,0,2.19,35.1342278,-106.3365583,6995.611,,DOM,7167a4dc-4b7c-4b4d-9962-45396e840176,BC-0287,Z,211MVRD,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T14:30:38,pheinstein_NRS,-106.3365583,35.1342278000001
117,299,EMC NE 61,400,1.57,35.1144667,-106.334375,6849.583,S-2824,DOM,d86837fb-746a-4329-9d8c-595e75ab6fbf,BC-0288,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:21:07,pheinstein_NRS,-106.334375,35.1144667
118,300,EMC NE 62,140,1.73,35.0910361,-106.3788,6456.813,S-1446,DOM,6d1f4a4f-e025-452a-96d6-bce01e594370,BC-0289,M,318ABO,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:21:55,pheinstein_NRS,-106.3788,35.0910361000001
119,359,Z - EMC NE 63,0,0,35.14275,-106.361139,6996.928,,DOM,c879dd87-5d96-4964-8dbf-064e61e50525,BC-0341,Z,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T14:50:36,pheinstein_NRS,-106.361139,35.14275
120,301,EMC NE 64,228,1.74,35.1396361,-106.3043472,6794.482,S-0441,DOM,52ea5da4-87b2-4976-a2fb-9d386a8ce9f8,BC-0290,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:11:57,pheinstein_NRS,-106.3043472,35.1396361000001
121,303,EMC NE 68,300,0.9,35.1228278,-106.3290556,6767.363,S-0374,DOM,16862c08-23df-4ece-b71f-f3f0bb0d7aed,BC-0292,Y,318ABO,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:23:52,pheinstein_NRS,-106.3290556,35.1228278
122,304,EMC NE 69,240,1.81,35.1046972,-106.3688778,6559.891,S-02493,DOM,7bb84ec6-d64f-4429-b5b3-69b358440d66,BC-0293,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:25:07,pheinstein_NRS,-106.3688778,35.1046972
123,305,EMC NE 70,320,2.15,35.1530806,-106.3565278,6927.883,S-2798,DOM,962fd330-218b-4306-b960-8bbcbc784c7b,BC-0294,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:25:54,pheinstein_NRS,-106.3565278,35.1530806000001
124,328,EMC NE 71,427,1.5,35.1489722,-106.3170778,6876.223,,DOM,f10bc77b-f9d3-4213-a65c-8ae3b962654a,BC-0295,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:11:22,pheinstein_NRS,-106.3170778,35.1489722000001
125,341,EMC NE 72,330,1.65,35.12487,-106.332594,6735794,S-1863,DOM,102d0156-c9eb-41c0-9a47-150083e6d557,BC-0342,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:26:45,pheinstein_NRS,-106.332593566043,35.1243873173202
126,68,EMC NW 02,300,1.5,35.150252,-106.362798,6987.906,S-0609,DOM,254f81cb-61be-4a06-be95-9bbfa5192d8a,BC-0083,Z,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T22:21:46,pheinstein_NRS,-106.362798,35.1502520000001
127,79,EMC NW 03,100,1.69,35.096094,-106.382342,6559.529,S-2013,DOM,39bcf4e6-6eaa-4bcf-bb5c-932c350ad4ec,BC-0092,M,221MRSN,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:28:55,pheinstein_NRS,-106.382342,35.0960940000001
128,84,EMC NW 06,180,1.37,35.158293,-106.352572,6877.979,S-2614,DOM,896bb82f-ffe5-4136-9de0-b2747ed9dc40,BC-0098,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:29:52,pheinstein_NRS,-106.352572,35.1582930000001
130,87,EMC NW 09,280,1.26,35.165702,-106.347948,6852.766,S-131 Pod 2,DOM,601c0d68-168c-45c7-8778-82c59db2c9f1,BC-0101,M,231CHNL,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:30:40,pheinstein_NRS,-106.347948,35.1657020000001
131,62,EMC NW 14,420,1.14,35.142167,-106.373533,7118.455,S-1663,DOM,e6fc40b7-1329-451d-aabf-ac3320e0bb05,BC-0077,M,313SADR,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:08:10,pheinstein_NRS,-106.373533,35.142167
132,63,Z - EMC NW 15,205,1.23,35.144836,-106.370371,7023.423,S-1674,DOM,eec978ed-fe2a-49be-bfe3-066bbb8ecf46,BC-0078,Z,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:07:10,pheinstein_NRS,-106.370371,35.1448360000001
133,64,EMC NW 16,400,1.32,35.144807,-106.370421,7023.557,S-1674,DOM,8432360b-e178-40aa-a647-4d17027e2caf,BC-0079,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:09:33,pheinstein_NRS,-106.370421,35.1448070000001
134,67,EMC NW 19,40,0.35,35.168952,-106.367498,7098.691,RG-84584,DOM,2c67423b-983b-4bb9-b1cc-ad2310c9622f,BC-0082,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:47:22,pheinstein_NRS,-106.367498,35.168952
135,69,Z - EMC NW 20 ,210,1.1,35.168045,-106.347473,6850.034,S-1810,DOM,153f1b17-1e37-4cf4-92c1-a35eb80eaa32,BC-0084,Z,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T14:55:05,pheinstein_NRS,-106.347473,35.1680450000001
136,70,EMC NW 21,97,1.35,35.166717,-106.347739,6840.231,S-963,DOM,090271e0-e018-4df8-bd47-badc7dd1c78f,BC-0085,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:48:05,pheinstein_NRS,-106.347739,35.1667170000001
137,74,EMC NW 25,340,1.48,35.138128,-106.368026,6901.512,S-1469 POD 2,DOM,7cfc19ca-811d-41aa-9550-4ded75ea1c2f,BC-0087,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:26:34,pheinstein_NRS,-106.368026,35.1381280000001
138,77,EMC NW 28,300,1.55,35.13525,-106.372868,6947.372,S-428 POD 3,DOM,86e9a004-74ba-429a-87f6-7286a32c9ef0,BC-0090,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:27:06,pheinstein_NRS,-106.372868,35.13525
139,78,EMC NW 29,0,1.66,35.130819,-106.370928,6985.191,,DOM,1e657873-90af-463d-ba84-550a1fdb7d5e,BC-0091,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:29:01,pheinstein_NRS,-106.370928,35.130819
140,80,EMC NW 30,300,1.1,35.133411,-106.370973,6905.431,S-1058 RPR X POD 2,DOM,47763681-80d8-45a7-9d41-c6a258b7eff5,BC-0093,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:28:19,pheinstein_NRS,-106.370973,35.133411
141,81,EMC NW 31,125,1.46,35.1695,-106.368964,7128.619,S-735 POD 1,DOM,d90c47f2-486b-49e7-a52d-eb07c36b2ce1,BC-0094,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:28:45,pheinstein_NRS,-106.368964,35.1695
142,180,EMC NW 32,80,0.4,35.170242,-106.370226,7164.436,S-00042-POD1,DOM,08fd2929-91ad-464d-ab64-7f0046b926ad,BC-0095,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:29:09,pheinstein_NRS,-106.370226,35.170242
143,191,Z - EMC NW 33,280,0,35.168883,-106.34849,6866.76,S-2346,DOM,92160cc5-fa58-4454-93f7-ce763a39a146,BC-0096,Z,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T14:55:46,pheinstein_NRS,-106.34849,35.1688830000001
144,223,EMC NW 35,320,1.62,35.15107,-106.365416,7052.605,S-2321,DOM,18dfd4d6-b188-491d-9335-85600b7a0df1,BC-0223,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:30:08,pheinstein_NRS,-106.365416,35.1510700000001
145,225,EMC NW 36,100,1.65,35.169665,-106.36826,7125.892,S-1486,DOM,c8f77d7e-5ad6-42d5-a192-8c6b729f592f,BC-0225,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:31:14,pheinstein_NRS,-106.36826,35.1696650000001
146,226,EMC NW 37,500,-0.35,35.207788,-106.359911,7015.742,S-1088,DOM,c67831b0-3b2a-432a-b1d1-f90a39f69607,BC-0226,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:33:40,pheinstein_NRS,-106.359911,35.2077880000001
147,246,EMC NW 38,250,1.72,35.165123,-106.348175,6860.13,S-2639,DOM,7fa534c9-7c7d-44dd-a38f-b1b2a75f8ac6,BC-0246,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:16:51,pheinstein_NRS,-106.348175,35.1651230000001
149,255,EMC NW 40,450,1.79,35.149526726,-106.363944548,7001.533,S-2208 POD 2,DOM,1b3d6630-9f23-4f8e-8736-055581167a1f,BC-0255,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:34:16,pheinstein_NRS,-106.363944548,35.149526726
150,306,EMC NW 41,400,1.2,35.1679667,-106.3468306,6842.737,S-01807 pod2,DOM,0632517d-8535-4fff-ba32-aa0e47b2af53,BC-0296,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:17:43,pheinstein_NRS,-106.3468306,35.1679667000001
151,307,EMC NW 42,385,0.95,35.1637306,-106.3609389,7094.032,,DOM,3e8b6e62-ded9-458c-a5ef-05c3803cec75,BC-0297,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:31:05,pheinstein_NRS,-106.3609389,35.1637306000001
152,309,EMC NW 44,380,1.85,35.1558139,-106.3600861,7024.136,S-2718,DOM,b8215a8d-70b5-43c2-8966-738c926172a5,BC-0299,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:16:03,pheinstein_NRS,-106.3600861,35.1558139000001
153,310,EMC NW 45,200,1.8,35.1665528,-106.3595528,6990.595,S-02176,DOM,73b93590-6f0e-4599-a9b3-39b5a60c0667,BC-0300,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:35:01,pheinstein_NRS,-106.3595528,35.1665528
154,329,EMC NW 48,480,2.13,35.1082222,-106.3772028,6673.612,S-0768,DOM,257f8c5a-52c9-457f-8d70-03f27bdce387,BC-0303,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:25:37,pheinstein_NRS,-106.3772028,35.1082222000001
155,330,Z - EMC NW 49,0,1.01,35.1082389,-106.3771611,6673.612,,DOM,391fb9fb-6dc6-4687-bf63-6d6fb3f64b09,BC-0304,Z,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:26:26,pheinstein_NRS,-106.3771611,35.1082389000001
156,342,EMC NW 50,265,0.97,35.169876,-106.35988,7074.835,S-2202,DOM,ab9650bd-97c6-477d-860c-bb19df7d6254,BC-0343,M,318ABO,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:21:14,pheinstein_NRS,-106.359880064376,35.1698759563559
157,343,EMC NW 51,415,1.37,35.1699722,-106.3599972,7081.205,S-2202,DOM,531e0a94-593e-4231-b8df-9b517c889741,BC-0344,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:21:34,pheinstein_NRS,-106.3599972,35.1699722000001
158,360,EMC NW 52,225,1.4,35.136983,-106.369314,6910.773,S-0673,DOM,32e2e59d-83ba-47ef-99a0-211a228fd941,BC-0345,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:22:01,pheinstein_NRS,-106.369314,35.136983
159,344,EMC NW 53,0,1.5,35.1668028,-106.3490833,6861.182,S-2969,DOM,588c00f1-2c0e-46a3-840c-4edcb7748dd3,BC-0346,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:20:14,pheinstein_NRS,-106.3490833,35.1668028
160,409,EMC NW 54,500,2,35.1305639,-106.3707944,6987.177,,DOM,c3e2623e-59ed-43cd-bbaa-849d537a4a90,BC-0379,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:12:18,pheinstein_NRS,-106.3707944,35.1305639
161,88,EMC SE 01,600,0.86,34.985373,-106.324903,7561.178,RG-44390,DOM,5ea4aba2-5172-4e51-a1fc-bd0c3aa76072,BC-0102,M,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:35:35,pheinstein_NRS,-106.324903,34.985373
162,94,Z - EMC SE 05,320,2.4,34.956741,-106.286868,7263.34,E-4761,DOM,526547b8-a4d8-47f1-a1e9-cdd8adf7c590,BC-0109,Z,325MDER,260 - 320,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:44:11,pheinstein_NRS,-106.286868,34.9567410000001
163,95,EMC SE 06,320,2.5,35.031982,-106.291134,7091.402,E-5771,DOM,babb0c0b-45c4-4dc6-9935-8df42fc3b5b5,BC-0110,M,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:39:43,pheinstein_NRS,-106.291134,35.031982
164,96,EMC SE 07,85,1.13,35.101937,-106.34698,6533.048,S-0577,DOM,fe8415bd-c0e4-4644-adf9-6e90be0ff2da,BC-0111,M,318ABO,60 - 70,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:41:03,pheinstein_NRS,-106.34698,35.1019370000001
165,98,EMC SE 09,0,1.18,35.078834,-106.384564,6321.734,,DOM,fb3bc497-b07b-4a20-a472-91df3ec9fd84,BC-0113,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:42:29,pheinstein_NRS,-106.384564,35.078834
166,89,EMC SE 10,180,1.47,35.011315,-106.256732,7057.874,E-4672,DOM,3cef2c3b-d52e-4bb5-9c69-3d41a4cf7515,BC-0103,Y,325MDER,140 - 180,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:43:23,pheinstein_NRS,-106.256732,35.011315
167,90,EMC SE 11,200,0.64,34.991798,-106.26024,7232.595,E-7265,DOM,af3dda5e-2fb6-4cb4-9412-6916dffa82c5,BC-0104,Y,325MDER,160 - 200,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:43:50,pheinstein_NRS,-106.26024,34.9917980000001
168,188,EMC SE 12,275,1.8,35.079905,-106.373266,6443.136,RG-94325-POD1,DOM,a3562e1a-49ce-4795-b8a3-791e922b2aa3,BC-0105,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:44:34,pheinstein_NRS,-106.373266,35.0799050000001
169,263,EMC SE 14,247,0.94,34.9525543699,-106.242536373,7091.484,E-05897-POD1?,DOM,e4e5fa70-0cab-4ac7-8c4d-922a2278e527,BC-0262,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:45:20,pheinstein_NRS,-106.242536373,34.95255437
170,331,EMC SE 15,400,1.15,34.9921667,-106.255075,7152.688,E-08076-POD1,DOM,908216f4-b2b9-4139-b72b-0b22cd0743ab,BC-0305,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T20:47:16,pheinstein_NRS,-106.255075,34.9921667
171,339,EMC SE 17,300,1.02,35.0788306,-106.3748722,6430.058,RG-96282,DOM,9cbd31d8-503a-40ff-8615-33a05bb30786,BC-0347,M,318ABO,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T17:14:32,pheinstein_NRS,-106.3748722,35.0788306000001
172,99,Z - EMC SW 01,260,1.37,34.977021,-106.344183,7497.784,RG-54674,DOM,42fd5863-bb1d-4e41-9f81-84b9e08a2cf4,BC-0114,Z,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:29:26,pheinstein_NRS,-106.344183,34.977021
173,100,Z - EMC SW 02,260,1.55,34.97728,-106.344645,7513.329,RG-70108,DOM,08026f4d-4385-49c7-817a-a5a5f9634904,BC-0115,Z,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:30:10,pheinstein_NRS,-106.344645,34.9772800000001
174,101,EMC SW 03,40,2.29,34.934311,-106.30641,7443.251,E-4783 and E-4784,DOM,2d4dbbae-b2f5-4d0d-9d5d-e641834351cb,BC-0116,M,050QUAL,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T20:59:13,pheinstein_NRS,-106.30641,34.934311
175,102,EMC SW 04,400,1.03,34.951964,-106.335453,7397.424,RG-59119,DOM,fd869a11-f666-41e9-8f1d-c33610c03cd2,BC-0117,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:13:30,pheinstein_NRS,-106.335453,34.951964
176,103,EMC SW 05,0,0.9,35.022115,-106.353031,7078.012,RG-35206-POD1,DOM,cb082b05-6a23-46ec-987c-bf6142e20f52,BC-0118,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:14:16,pheinstein_NRS,-106.353031,35.022115
177,187,Z - EMC SW 09,260,0.55,34.952775,-106.297819,7361.205,E-834,DOM,bf0d4a17-70aa-4a5d-8c5e-ec4ff063c0a2,BC-0122,Z,325MDER,220 - 260,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:22:33,pheinstein_NRS,-106.297819,34.952775
178,264,EMC SW 10,260,1.81,34.9669820487,-106.306576186,7349.925,E-7047,DOM,40539028-9f00-4d37-8eb4-71cc1451985e,BC-0263,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:21:31,pheinstein_NRS,-106.306576186,34.9669820490001
179,265,EMC SW 11,282,0.65,34.9774806,-106.3292972,7444.76,RG-63197,DOM,59fce9a5-d946-4b70-9373-0018c7c2cfa1,BC-0306,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:23:42,pheinstein_NRS,-106.3292972,34.9774806
180,289,EMC SW 12,464,1.85,34.9493028,-106.291922,7357.105,E-09826,DOM,8bfbf15b-239a-40bf-90b5-1b6567d5c93c,BC-0307,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:25:00,pheinstein_NRS,-106.291922,34.9493028000001
181,332,EMC SW 13,225,1.61,34.9719583,-106.33455,7450.56,RG-58610,DOM,9194a8d7-e927-439d-b887-0207fa723f73,BC-0308,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:25:48,pheinstein_NRS,-106.33455,34.9719583
182,368,EMC SW 15,350,1,34.973056,-106.329825,7416.322,RG-60188,DOM,6aed6388-218e-4d2b-9748-ec4dd268496d,BC-0382,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:26:21,pheinstein_NRS,-106.329825,34.973056
183,410,EMC SW 16,530,1.8,34.9861778,-106.3383306,7651.913,RG-43190,DOM,326ab879-bc69-4d09-952d-ecbdbc15d7db,BC-0452,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:27:10,pheinstein_NRS,-106.3383306,34.9861778000001
184,358,Erickson 01,300,0,35.159661,-106.324261,6691.813,S-0548 CLW POD 2,DOM,7021820c-7d83-4ee9-96f9-b50977ea7702,BC-0349,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:43:03,pheinstein_NRS,-106.324261,35.159661
185,386,Fire Training,167,2.94,35.014465,-106.649195,4979.685,RG-91114,MW,b0761077-28e0-41bf-b5aa-865e6f0f2a21,BC-0385,Z,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:39:42,pheinstein_NRS,-106.649195,35.014465
186,112,Z - Five Hills 1,740,1.95,35.090668,-106.308916,7113.077,S-1632,DOM,8007802a-e1af-4e71-9eb2-fd2968c5e82f,BC-0128,Z,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:18:29,pheinstein_NRS,-106.308916,35.0906680000001
187,312,Z - Five Hills 2,460,2.54,35.09643,-106.308285,7011.467,S-02174,DOM,cc747fa9-e365-4790-b21d-c4fee4b9bfda,BC-0309,Z,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:19:23,pheinstein_NRS,-106.308285113132,35.0964296500466
188,361,Five Hills 3,300,0,35.092958,-106.3004806,7002.633,S-01253,DOM,edbc3cd6-5f6b-4ded-81f4-3ddc7183a308,BC-0350,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:42:12,pheinstein_NRS,-106.3004806,35.0929580000001
189,113,Foothills 1,95,0.3,35.166462,-106.471415,6429.124,RG-39434 POD 1,MW,fcf5e498-1546-47a6-9023-812b7246a155,BC-0129,M,112QTBFppm,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:08:31,pheinstein_NRS,-106.471415,35.166462
