OBJECTID,Well_IDKey,Well_Name,Well_Depth,Well_Casing_Stickup,Well_Location_Latitude,Well_Location_Longitude,Well_Location_Elevation,Well_OSE_Permit,Well_Type,GlobalID,NMT_ID,IndexDesignation,AquiferCode,ScreenInterval,CreationDate,Creator,EditDate,Editor,x,y
190,251,Forest Park 1,310,1.44,35.1172219329,-106.377849724,6800.264,"S-11,S-11enlarged-S-2",DOM,1a1a52c6-31fc-43d7-83f0-ca54e7ed4678,BC-0251,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T22:05:37,pheinstein_NRS,-106.377849724,35.1172219330001
191,252,Forest Park 2,165,1,35.1166540698,-106.380699066,6868.333,"S-11,S-11enlarged-S-2",DOM,0516c154-a09a-45d8-8c8f-7f7bdac62656,BC-0252,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T22:06:20,pheinstein_NRS,-106.380699066,35.11665407
192,253,Forest Park 3,310,0.77,35.1163859809,-106.382982282,6994.689,"S-11,S-11enlarged-S-2",DOM,f5575d11-a0d3-4c4b-a48a-e88b2be247b8,BC-0253,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T22:06:59,pheinstein_NRS,-106.382982282,35.1163859810001
193,382,FS-3,317,2.5,35.03098333,-106.7167417,4955.74,RG-91114,MW,abfba8c0-d641-4755-9d74-a85d59b1134d,BC-0387,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:04:27,pheinstein_NRS,-106.7167417,35.03098333
194,383,FS-4,250,4.1,34.998965,-106.715818,4918.112,RG-64102,MW,ca945103-34f1-4c24-8d43-08c13c36bf5e,BC-0388,Z,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:35:05,pheinstein_NRS,-106.715818053471,34.9989653533039
195,384,FS-4 Sub,115,1.66,34.98364667,-106.6985767,4913.678,RG-42763 POD1,MW,26e355d2-9f7a-41a4-91f8-155cfbb305f4,BC-0389,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:35:36,pheinstein_NRS,-106.6985767,34.98364667
196,385,FS-5,609,1.5,35.17384,-106.5090283,5913.247,RG-90963,MW,0b5aa7de-a7e2-4876-8ada-cd0204328469,BC-0390,M,112QTBFppm,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:10:07,pheinstein_NRS,-106.5090283,35.17384
197,266,Granny Canyon 01,590,2.14,34.9928556,-106.3174528,7568.938,RG-80555,DOM,a8deb1bd-7b20-4b7b-81a3-bd939f56d2fb,BC-0310,M,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T22:27:15,pheinstein_NRS,-106.3174528,34.9928556
198,267,Granny Canyon 02,520,2.85,34.995175,-106.3140722,7571.081,RG-76762,DOM,2d1c0639-412c-4f33-a641-b51b03341640,BC-0311,M,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T22:28:08,pheinstein_NRS,-106.3140722,34.9951750000001
199,268,Granny Canyon 03,440,1.5,34.9918177503,-106.31481622,7525.791,RG-85539,DOM,6a84bbb8-f6e7-4364-9f1b-9a15b33bbd69,BC-0264,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T22:29:00,pheinstein_NRS,-106.31481622,34.9918177500001
200,281,Granny Canyon 04,480,1.84,34.9942306,-106.3175028,7583.164,RG-89393,DOM,308c6d19-3588-4128-ae44-76c2e10ecce6,BC-0312,Y,325MDER,100 - 475,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T22:29:54,pheinstein_NRS,-106.3175028,34.9942306
201,283,Z - Granny Canyon 05,240,1.82,34.9914139,-106.316725,7567.034,RG-69910,DOM,7e44c654-b36a-46fe-9288-b306441c4710,BC-0313,Z,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:17:12,pheinstein_NRS,-106.316725,34.9914139000001
202,284,Z - Granny Canyon 06,700,1.39,34.994239,-106.317444,7583.164,RG-89393 POD 2,DOM,989989c4-0e97-4baf-a7ce-ea502d4888cd,BC-0314,Z,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:16:30,pheinstein_NRS,-106.317444,34.9942390000001
203,411,Z - Granny Canyon 07,220,1.6,34.9897556,-106.3168083,7532.181,RG-69909,DOM,2aa60fed-d7b9-4cab-9af2-bb0afeba87ad,BC-0391,Z,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:15:30,pheinstein_NRS,-106.3168083,34.9897556
204,114,Heatherland Hills 01,360,0.85,35.020816,-106.335352,7306.411,RG-66386,DOM,479f9e35-f928-474c-a9db-b2a7238a5bc1,BC-0131,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T22:09:21,pheinstein_NRS,-106.335352,35.020816
205,338,Heatherland Hills 02,350,2.5,35.0202278,-106.3380639,7290.441,RG-46714-POD1,DOM,2cd80b24-7cbb-4020-ab0c-cec10b1a1d47,BC-0351,Y,325MDER,300 - 350,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T16:54:17,pheinstein_NRS,-106.3380639,35.0202278
206,369,Heatherland Hills 03,325,2,35.023969,-106.331914,7386.97,RG-52371-POD1,DOM,a3b523a9-7141-4a57-b3fa-c3488e868f98,BC-0392,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T16:53:46,pheinstein_NRS,-106.331914,35.0239690000001
207,370,Heatherland Hills 04,500,0.26,35.023925,-106.333317,7386.418,RG-83590,DOM,55db2442-4241-4599-931f-be9cd6e3cef9,BC-0393,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T22:11:49,pheinstein_NRS,-106.333317,35.0239250000001
208,412,Z - Heatherland Hills 05,450,2.2,35.0239944,-106.3367667,7358.864,RG-45939,DOM,84cd123a-89ab-4fa4-a56d-d45c590fb42f,BC-0394,Z,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T15:12:09,pheinstein_NRS,-106.3367667,35.0239944
209,387,Hubble House,195,1.5,34.989422,-106.69603,4916.643,RG-91006,DOM,d4412b81-5791-4a2f-86ee-04422b9978bb,BC-0397,M,100ALVM,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:42:30,pheinstein_NRS,-106.696029681423,34.9894219829524
210,388,Isleta 1,1320,2.5,34.947269,-106.69998,4910.169,,DOM,40049aaa-b3fd-498f-9b56-4ff9d1c96703,BC-0398,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:28:22,pheinstein_NRS,-106.699980183683,34.9472691138943
211,389,Isleta 2,810,2.5,34.947277,-106.69998,4910.169,,DOM,ad6fda41-25c4-4dd8-8f55-6420d6a797c8,BC-0399,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:28:53,pheinstein_NRS,-106.699979846815,34.9472772901099
212,390,Isleta 3,180,2.5,34.947277,-106.69998,4910.169,,DOM,70dcd078-03f5-41f7-85ea-87d7ca9aaaca,BC-0400,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:29:24,pheinstein_NRS,-106.699979846815,34.9472772901099
213,407,Isleta 4,50,2.5,34.947269,-106.69998,4910.169,,DOM,b93a11bc-cd3e-4c1b-865d-98ff6dc38105,BC-0401,M,100ALVM,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:30:13,pheinstein_NRS,-106.699980183683,34.9472691138943
214,405,Live Oak,645,0,35.17766944,-106.4885444,6174.287,RG93207 pod15,MW,812b7624-f5af-4352-83c0-35bee069ff97,BC-0404,M,112QTBFppm,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T22:02:32,pheinstein_NRS,-106.4885444,35.17766944
215,391,Los Padillas CC,200,1.63,34.956868,-106.697609,4902.834,RG-29901,MW,5cbc6f2e-09cd-422d-9d05-3f80be2f96b0,BC-0405,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:30:46,pheinstein_NRS,-106.697609270035,34.9568676040274
216,116,Los Suenos 1,425,1.56,35.153461,-106.294222,6972.104,S-2021,DOM,aef0501d-f606-4a3e-8ed5-21dc649759a2,BC-0133,M,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:34:00,pheinstein_NRS,-106.294222,35.153461
217,118,Los Suenos 3,400,1.11,35.152372,-106.299691,6809.157,S-2116,DOM,9ce36c3d-f7c7-4932-a60f-e78714267509,BC-0135,M,318ABO,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:36:26,pheinstein_NRS,-106.299691,35.1523720000001
218,119,Los Suenos 4,402,1.56,35.156182,-106.296728,6824.73,S-2723,DOM,be545a78-ab37-4f1a-bb6f-0044dfd765b7,BC-0136,M,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:36:59,pheinstein_NRS,-106.296728,35.1561820000001
219,214,Martinez ,205,1.5,34.960614,-106.252039,7071.233,E-02271POD1,MW,42254e90-80cd-4e69-9582-ee1460d40532,BC-0214,Z,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T22:06:19,pheinstein_NRS,-106.252039,34.9606140000001
221,218,McGrane MW-A,37.8,2,35.076975,-106.38924,6275.974,RG-4785,MW,7ac219b1-f414-469b-927c-9bc8a480449e,BC-0218,M,050QUAL,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:37:44,pheinstein_NRS,-106.38924,35.0769750000001
222,219,McGrane MW-B,100,2,35.076878,-106.389454,6279.868,RG-47805,MW,6c3de5c1-b3c4-49db-ab20-a3aa1901f27b,BC-0219,M,050QUAL,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:38:15,pheinstein_NRS,-106.389454,35.0768780000001
223,347,NAA 12,0,1.5,35.187853,-106.512028,5898.237,RG-97147,DOM,8904199f-1c37-454e-a4f1-e74d9f1dd42b,BC-0352,M,112QTBFppm,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:10:33,pheinstein_NRS,-106.512028,35.1878530000001
224,395,Nick Vitale Park,20,0,35.01833,-106.6886383,4926.49,RG-86375,MW,b3025a99-c529-4971-aed5-1fca1a91ea57,BC-0409,M,100ALVM,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:53:38,pheinstein_NRS,-106.6886383,35.01833
225,392,Niese Rd 1,1455,0,34.978495,-106.741522,5141.919,,MW,e053430b-f9d4-4f9f-b6c8-79cea68eecd4,BC-0410,M,,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:31:43,pheinstein_NRS,-106.741521668171,34.9784951343046
226,393,Niese Rd 2,960,0,34.978495,-106.741522,5141.919,,MW,94223be7-6e4d-4167-9a39-d0cbcc3b8063,BC-0411,M,,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:32:02,pheinstein_NRS,-106.741521668171,34.9784951343046
227,394,Niese Rd 3,297,0,34.978495,-106.741522,5141.919,,MW,8d839d52-6598-4c4c-989d-e977cc959846,BC-0412,M,,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:34:03,pheinstein_NRS,-106.741521668171,34.9784951343046
228,269,North Valley 1,42,1.68,35.1859638963,-106.618758673,4998.935,RG-7569,DOM,9ace7f20-3fcd-4744-9add-2df239f4fcbb,BC-0265,M,100ALVM,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:07:08,pheinstein_NRS,-106.618758673,35.185963896
229,290,North Valley 2,252,0.42,35.2014222,-106.6277306,5000.213,RG-36062,DOM,9edd5fcb-971c-4fc0-9d67-0e4d93f5f758,BC-0315,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:06:45,pheinstein_NRS,-106.6277306,35.2014222
230,217,Ojito,125,1.6,35.104501,-106.382962,6723.614,S-2039,MW,173addbf-cfe9-450c-b3ce-61c2a6c6244b,BC-0217,M,231CHNL,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:53:49,pheinstein_NRS,-106.382962,35.104501
231,396,Pajarito Sr,250,1.25,34.98705,-106.6962133,4914.694,RG-61911,MW,6e6ff3a1-3843-482a-a587-c99b96cf6344,BC-0413,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:42:01,pheinstein_NRS,-106.6962133,34.9870500000001
232,397,Paradise,1740,-0.6,35.177722,-106.807666,5843.206,,MW,e8033963-2806-4eff-8413-0636b9cf13ea,BC-0414,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:06:15,pheinstein_NRS,-106.80766609488,35.1777221642825
233,398,PBJ,58,1,35.053223,-106.670164,4940.355,RG-4937,MW,d0a628bf-4de9-4a32-9a94-d1ad21489d8a,BC-0415,M,100ALVM,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:05:26,pheinstein_NRS,-106.670163676472,35.0532227282025
234,362,Pinon Cove 01,400,2.69,35.157686,-106.354239,6911.023,S 2647,DOM,dca1bcad-bbd3-4703-9222-54d1e51db155,BC-0353,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:10:07,pheinstein_NRS,-106.354239,35.1576860000001
235,363,Pinon Cove 02,200,1.38,35.157125,-106.35585,6962.129,S-1537,DOM,bac19494-a11e-457b-9763-6193e2e314e2,BC-0354,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:10:41,pheinstein_NRS,-106.35585,35.1571250000001
236,364,Pinon Cove 03,0,0.94,35.159319,-106.354642,6914.184,,DOM,e43c6f06-1ed4-491e-a31c-eae5f6a53e95,BC-0355,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:11:30,pheinstein_NRS,-106.354642,35.159319
237,413,Pinon Cove 04,360,2,35.1574889,-106.35506,6965.01,S-0040,DOM,93cab505-3424-4d04-a256-bfab228d005d,BC-0416,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:15:17,pheinstein_NRS,-106.3557056,35.1574889
238,414,Pinon Cove 05,400,1.5,35.1589194,-106.3555028,6934.177,S-2830,DOM,9168df00-aa55-4f82-b308-b465e873b52f,BC-0417,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:16:57,pheinstein_NRS,-106.3555028,35.1589194000001
239,415,Pinon Cove 06,400,1,35.1589056,-106.3554611,6937.914,S-2803,DOM,50da07e6-356c-4f63-a7a0-eb85a761e17e,BC-0418,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T16:17:47,pheinstein_NRS,-106.3554611,35.1589056
240,208,Pinon Ridge,220,-0.3,35.148297,-106.349897,6964.329,,MM,e7ee5fcd-4d7e-4e32-9e45-f2af30777fb8,BC-0208,M,211DKOT,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T21:58:15,pheinstein_NRS,-106.349897,35.1482970000001
241,130,Pinon Ridge Estates 01,680,0.78,35.149662,-106.355131,7081.632,S-1511,DOM,22f013b1-8fab-42b5-9148-df81f073fff0,BC-0147,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T21:46:22,pheinstein_NRS,-106.355131,35.149662
242,131,Pinon Ridge Estates 02,450,1.87,35.148794,-106.350183,6969.521,S-907,DOM,390684ea-388c-4e89-956f-4661663b7277,BC-0148,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T21:47:52,pheinstein_NRS,-106.350183,35.1487940000001
243,254,Pinon Ridge Estates 04,630,1.54,35.1486630419,-106.356382669,7115.89,S-1588,DOM,c0759ca2-8de8-4eef-9fd8-11fdd5095f92,BC-0254,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T21:48:34,pheinstein_NRS,-106.356382669,35.1486630420001
244,333,Pinon Ridge Estates 05,565,0,35.1469444,-106.3585861,7091.283,S-1765,DOM,6b247082-d70e-42a6-8366-d4da2ba4fa7f,BC-0316,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T21:49:10,pheinstein_NRS,-106.3585861,35.1469444000001
245,416,Pinon Ridge Estates 06,415,0.7,35.1486139,-106.3525528,7013.603,S-1119,DOM,e16b7171-8e6d-4570-8273-90b012caf6e9,BC-0420,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T21:49:56,pheinstein_NRS,-106.3525528,35.1486139
246,417,Pinon Ridge Estates 07,500,1.5,35.1474333,-106.3528667,7012.777,S-01451,DOM,aed9e1ff-0fa1-4611-90ad-f11ce2f746e9,BC-0421,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T21:50:33,pheinstein_NRS,-106.3528667,35.1474333
247,418,Pinon Ridge Estates 08,0,1.6,35.1474333,-106.3529028,7014.952,,DOM,71dc1009-7b03-4801-bf96-2ba981a12da0,BC-0422,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-05-30T21:51:40,pheinstein_NRS,-106.3529028,35.1474333
248,419,Pinon Ridge Estates 09,450,2.2,35.1471972,-106.3510472,6988.874,S-2508,DOM,823fb14a-0c15-47a1-ac89-59ed2b9d3954,BC-0423,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-03T16:43:50,pheinstein_NRS,-106.3510472,35.1471972000001
249,334,Z - Pinon Trail 01,220,2.24,35.1346556,-106.3405194,6912.575,S-2103,DOM,68cfb276-55ea-461f-9975-7597c9c976b7,BC-0317,Z,211MVRD,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T18:58:21,pheinstein_NRS,-106.3405194,35.1346556
250,326,Pinon Trail 02,580,1.06,35.1366083,-106.3452417,7077.547,S-2389,DOM,20cb007d-9cf5-470f-945c-85fb88a8fdae,BC-0267,Y,211MVRD,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:20:24,pheinstein_NRS,-106.3452417,35.1366083
251,348,Pinon Trail 03,505,1.02,35.140478,-106.352589,6951.254,S-1627,DOM,82e14603-e2e9-4045-aa74-d3c9e199c19a,BC-0356,M,211MVRD,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:21:00,pheinstein_NRS,-106.352589,35.140478
252,349,Pinon Trail 04,440,1.54,35.140639,-106.353775,6923.846,S-1627 POD1,DOM,9912ad4b-d2c3-44bd-a758-38b572af488d,BC-0357,M,210MNCS,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:22:04,pheinstein_NRS,-106.353775,35.1406390000001
253,178,Z - Ponderosa Estates 1,290,1.44,35.159395,-106.364028,7090.788,S-2408,DOM,848915bd-7a5b-4da0-9447-7ff114ba8988,BC-0149,Z,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:03:16,pheinstein_NRS,-106.364028,35.1593950000001
254,236,Ponderosa Estates 3,310,1.65,35.159283,-106.365012,7099.342,S-2312,DOM,9303dfcf-bfeb-45c3-8d82-94a5f29f97b1,BC-0236,M,318ABO,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:23:23,pheinstein_NRS,-106.365012,35.1592830000001
255,371,Quail Run 05,500,2,35.114875,-106.318003,6844.435,S-02188-POD2,DOM,82571128-e12b-4aa8-b2e4-dbe7b8c08740,BC-0427,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:25:16,pheinstein_NRS,-106.318003,35.114875
256,372,Quail Run 06,505,1,35.114931,-106.317972,6849.792,S-02188-POD1,DOM,f16fe8e9-021e-4c6b-ae81-f9603b1120c8,BC-0428,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:26:07,pheinstein_NRS,-106.317972,35.1149310000001
257,420,Rael 01,300,0.8,35.1470861,-106.2854278,6823.236,S-2069,DOM,288c8790-15c5-4d7c-97e2-58c1c7c22117,BC-0429,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T22:01:26,pheinstein_NRS,-106.2854278,35.1470861
258,249,Ramble Wood 1,370,1.66,35.010364,-106.344871,7267.541,RG-90868,DOM,8b021c8c-42fb-4cbc-8aee-39fa359c580d,BC-0249,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:59:06,pheinstein_NRS,-106.344871,35.010364
259,399,Raymac Park,230,1.05,34.9823,-106.7150083,4912.792,RG-21713,MW,c90b86e1-2af1-415e-9de0-3c219aaee590,BC-0431,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:34:25,pheinstein_NRS,-106.7150083,34.9823000000001
260,216,Richy Place,250,0.9,35.112131,-106.308549,6836.146,RG-67900,DOM,b4731c50-98f6-413f-b153-07326172a702,BC-0216,M,325MDER,210 - 240,2024-05-08T21:25:55,ccarsrud_EH,2025-07-29T22:05:45,pheinstein_NRS,-106.308549,35.112131
261,132,Rider Road 1,290,1.45,35.158262,-106.324276,6674.88,S-00063 POD 2,DOM,083ccb00-2323-43f9-a660-79944ec258dd,BC-0151,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:55:40,pheinstein_NRS,-106.324276,35.158262
262,352,Rider Road 5,300,1.8,35.1547361,-106.3290194,6735.76,S-00514,DOM,5fac87ea-880c-4130-a83c-97357e013dbd,BC-0358,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:57:12,pheinstein_NRS,-106.3290194,35.1547361
263,401,Rinconada&Perry,20,0,35.04264,-106.675799,4935.289,,MW,03bebad8-af48-4ed4-9b8d-d2bd05dbfbbb,BC-0432,M,100ALVM,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:04:50,pheinstein_NRS,-106.67579891964,35.0426398022443
264,400,Rinconado&Elena,20,0,35.043991,-106.67319,4936.28,,MW,6b40402b-4164-445e-a3b4-2bd66d2afff1,BC-0433,M,100ALVM,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:05:09,pheinstein_NRS,-106.673189847339,35.0439905507578
265,402,Rio Bravo Park 1,590,1.64,35.01666667,-106.6825,4924.34,,MW,8c18fcfc-6fce-4a5c-81bd-9077e86cce1a,BC-0434,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:53:25,pheinstein_NRS,-106.6825,35.0166666700001
266,403,Rio Bravo Park 2,205,1.51,35.01666667,-106.6825,4924.34,,MW,fc204985-905f-4adb-aa28-8f9f6f5f968d,BC-0435,M,112SNTF,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-17T21:54:00,pheinstein_NRS,-106.6825,35.0166666700001
267,207,Sabino North,250,2.57,35.039106,-106.341099,7166.952,Rg69572x?,DOM,d03ada38-7ddb-45d9-a452-4a0b4a241c57,BC-0207,M,325MDER,70 - 250,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:00:17,pheinstein_NRS,-106.341099,35.0391060000001
268,206,Sabino South,305,1.1,35.035198,-106.341763,7155.901,RG-69572,DOM,341d1577-c462-446f-8417-0ae42d08ef13,BC-0206,M,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:00:52,pheinstein_NRS,-106.341763,35.035198
269,404,San Raphael,490,0,35.163936,-106.49687,6056.182,RG-93207 POD 14,MW,1ffa5d52-87fb-4312-b131-aa312c0f6179,BC-0436,M,112QTBFppm,,2024-05-08T21:25:55,ccarsrud_EH,2025-10-20T14:08:49,pheinstein_NRS,-106.496869919354,35.1639362031369
270,365,Sandia Haven,210,0.88,35.152025,-106.358222,6952.192,S-125 or S-2337,DOM,780dbed3-5537-4943-b4da-8775eaba69b7,BC-0359,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:07:45,pheinstein_NRS,-106.358222,35.152025
271,136,Sandia Knolls 1,490,1.68,35.159179,-106.297456,6961.52,S-1992,DOM,8b8209dd-1899-4dc2-8456-784c5b88d912,BC-0155,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:10:40,pheinstein_NRS,-106.297456,35.1591790000001
272,137,Z - Sandia Knolls 2,260,1,35.162517,-106.312218,6704.265,S-0798,DOM,69f5ee0d-7315-4cdc-ae14-a09a849af9a1,BC-0156,Z,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T15:48:16,pheinstein_NRS,-106.312218,35.162517
273,138,Sandia Knolls 3,300,1.43,35.157017,-106.30679,6748.168,S-01716,DOM,feb4ce32-66cb-4b8b-a7c9-c6acdaf6d6ea,BC-0157,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:09:45,pheinstein_NRS,-106.30679,35.1570170000001
274,139,Z - Sandia Knolls 4,340,1.43,35.158089,-106.309962,6762.057,S-1019,DOM,4dcbc4c8-ac81-4d37-a418-5394f8c86bd4,BC-0158,Z,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T15:47:18,pheinstein_NRS,-106.309962,35.1580890000001
275,313,Sandia Knolls 5,300,0,35.1652189,-106.3152472,6684.359,S-0383,DOM,f3758bf3-28ec-4d93-87be-186bf2991ba5,BC-0320,Y,,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T21:08:53,pheinstein_NRS,-106.3152472,35.1652189000001
276,221,Sandia Park 3,1275,2.31,35.163942,-106.341462,6799.279,S-2775,DOM,c03a7e89-2180-4bf5-bb4d-22392deaac0f,BC-0221,M,310GLOR,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:14:55,pheinstein_NRS,-106.341462,35.1639420000001
277,238,Sandia Park 4,740,2.16,35.164368,-106.341149,6800.491,S-2775 POD 2,DOM,df31e40a-3a0d-4f5d-a7ba-aff1846bf87a,BC-0238,M,231CHNL,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:13:42,pheinstein_NRS,-106.341149,35.164368
278,247,Sandia Park 5,434,1.94,35.163644,-106.341309,6798.165,S-2775 POD 3,DOM,f523451b-6566-446d-8b47-76ffb772e4d7,BC-0247,M,231AGZC,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:16:06,pheinstein_NRS,-106.341309,35.163644
279,248,Sandia Park 6,268.25,2.21,35.164151,-106.341245,6797.384,S-2775 POD 4,DOM,669603b7-db1d-4179-9727-51be4a842d46,BC-0248,M,231CHNL,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T19:14:19,pheinstein_NRS,-106.341245,35.1641510000001
280,144,Sandoval County 1,290,2.2,35.238448,-106.322921,6427.727,RG-66342,DOM,c51e5253-4d9b-45c9-9ded-b622c5a5fff6,BC-0164,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T14:47:04,pheinstein_NRS,-106.322921,35.2384480000001
281,145,Z - Sandoval County 2,410,1.87,35.220109,-106.335251,6652.562,RG-65849,DOM,4dfc48a8-10f8-4cf7-b080-093f8c23f187,BC-0165,Z,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T14:59:52,pheinstein_NRS,-106.335251,35.220109
282,146,Sandoval County 3,383,1.86,35.232913,-106.34129,6569.164,RG-76082,DOM,13f2ea72-5a67-4dce-a7b2-afe00a00a8cc,BC-0166,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T14:48:37,pheinstein_NRS,-106.34129,35.2329130000001
283,256,Sandoval County 4,440,2.25,35.232185,-106.362267,6756.369,RG-78955,DOM,a884e9b3-c064-473b-9ab6-67ae9aef7f43,BC-0321,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T14:49:36,pheinstein_NRS,-106.362267,35.2321850000001
284,291,Sandoval County 5,240,1.73,35.2433056,-106.3300528,6453.209,RG-75945-POD1-2,DOM,e2a561b8-722e-47d2-b023-716a9969113c,BC-0333,Y,325MDER,,2024-05-08T21:25:55,ccarsrud_EH,2025-06-02T14:50:20,pheinstein_NRS,-106.3300528,35.2433056
